CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
789132|SPNC|Spectranetics Corp|NASDAQ|3845|CO|DE|840997049
867038|SPND|Spindletop Oil & Gas Co|OTC|1311|TX|TX|752063001
1201251|SPNG|Spongetech Delivery Systems Inc||2840|NY|DE|542077231
1452857|SPNHU|Steel Partners Holdings LP|NYSE|3390|NY|DE|
1017535|SPNT|Shopnet Com Inc||2330|NY|DE|133871821
716778|SPOM|Spo Global Inc|OTC|3829|CA|DE|251411971
1034992|SPOP|Spectrum Organic Products Inc||2033|CA|CA|943076294
892653|SPOR|Sport Haley Inc|OTC|2320|CO|CO|841111669
1037388|SPOT|Intelsat Corp||4899|DC|DE|954607698
831547|SPPI|Spectrum Pharmaceuticals Inc|NASDAQ|2834|NV|DE|930979187
919640|SPPR|Supertel Hospitality Inc|NASDAQ|7011|NE|DE|470774097
929545|SPPR|Supertel Hospitality Inc|NASDAQ|6798|NE|VA|521889548
102754|SPR|Sterling Capital Corp|NYSE||NY|NY|132596706
1364885|SPR|Spirit Aerosystems Holdings Inc|NYSE|3728|KS|DE|202436320
1108064|SPRA|Spur Ranch Inc||4911|TX|FL|880409143
771249|SPRI|Sports Resorts International Inc||3714|MI|MI|383262264
747540|SPRS|Surge Components Inc|OTC|5065|NY|NY|112602030
1104855|SPRT|Supportcom Inc|NASDAQ|7374|CA|DE|943282005
1092699|SPSC|SPS Commerce Inc|NASDAQ|7372|MN|DE|411593154
1229195|SPSC|Horne International Inc|NASDAQ|8744|VA|DE|800025175
1312547|SPSI|New Oriental Energy & Chemical Corp|NASDAQ|2860|F4|DE|201917956
869570|SPSS|SPSS Inc||7372|IL|DE|362815480
1271193|SPSX|Superior Essex Inc||3360|GA|DE|200282396
319013|SPTM|Spectrum Laboratories Inc||3842|CA|DE|
877422|SPTN|Spartan Stores Inc|NASDAQ|5141|MI|MI|380593940
1066923|SPU|Skypeople Fruit Juice Inc|NASDAQ|2030|F4|FL|980222013
88205|SPW|SPX Corp|NYSE|3540|NC|DE|381016240
1086474|SPWP|Summit National Consolidation Group Inc||7374|TX|DE|760544385
867773|SPWR|Sunpower Corp|NASDAQ|3674|CA|DE|943008969
1111345|SPWX|Speechworks International Inc||7372|MA|DE|43239151
1420985|SPXP|Spirit Exploration Inc|OTC|1311|A1|NV|
1310291|SPYE|Blue Water Ventures International Inc||6199|FL|NV|201204606
1353386|SPYP|Liandi Clean Technology Inc||1540|TX|NV|752834498
1565248|SPZA|Spriza Inc||7389|CA|NV|900888324
890821|SPZR|Spatializer Audio Laboratories Inc|OTC|3674|CA|DE|954484725
95301|SQAA|Sequa Corp||3724|NY|DE|131885030
862813|SQF|Seligman Quality Municipal Fund Inc|||NY|MD|
1082526|SQI|Sciquest Inc|NASDAQ|7372|NC|DE|562127592
1076481|SQNM|Sequenom Inc|NASDAQ|3829|X1|DE|770365889
1123606|SQUM|Sequiam Corp||7373|FL|CA|330875030
93456|SR|Standard Register Co|NYSE|2761|OH|OH|310455440
817516|SRAM|Simtek Corp|NASDAQ|3674|CO|CO|841057605
1393403|SRBL|Sovereign Lithium Inc||5812|CO||208602410
1443388|SRBR|Green Hygienics Holdings Inc||1000|A1|NV|262801338
1308606|SRC|Spirit Realty Capital Inc|NYSE|6512|AZ|MD|201676382
34782|SRCE|1ST Source Corp|NASDAQ|6022|IN|IN|351068133
1083087|SRCH|US Search Corp Com|OTC|7389|CA|DE|954504143
1318196|SRCI|Sono Resources Inc||1000|NV|NV|980441019
884782|SRCK|Slippery Rock Financial Corp||6021|PA|PA|251674381
861878|SRCL|Stericycle Inc|NASDAQ|4955|IL|DE|363640402
1368505|SRCN|Silica Resources Corp|OTC|1090|A1|NV|710990401
318299|SRCO|Sparta Commercial Services Inc|OTC|7389|NY||300298178
936931|SRCP|Sourcecorp Inc|OTC|7389|TX|DE|752560895
1103645|SRCX|Innuity Inc|OTC|1311|WA|UT|870370820
1364139|SRDP|Nabo Inc|OTC|1040|A6|NV|
924717|SRDX|Surmodics Inc|NASDAQ|3841|MN|MN|411356149
1032208|SRE|Sempra Energy|NYSE|4932|CA|CA|330732627
1090062|SREA|Score One Inc||9995|UT|NV|880409164
1310114|SREV|Servicesource International Inc|NASDAQ|7389|CA|DE|810578975
1526629|SRF|Cushing Royalty & Income Fund|NYSE||TX|DE|
854099|SRGG|Surgical Laser Technologies Inc|OTC|3845|PA|DE|311093148
1053648|SRGG|Surge Global Energy Inc|OTC|1311|CA|DE|341454529
1070289|SRGL|Surgilight Inc|OTC|3845|FL|FL|351990562
1390707|SRGU|Seanergy Maritime Corp|NASDAQ|4400|J3||
1401835|SRGZ|Star Gold Corp|OTC|1000|ID|NV|
1043337|SRI|Stoneridge Inc|NYSE|3714|OH|OH|341598949
884321|SRII|Speaking Roses International Inc|OTC|6770|UT|NV|330750730
1106643|SRKS|Siteworks Inc||9995|FL|FL|582590047
1346685|SRLM|Sterling Mining Co||1000|ID|ID|820300575
1525287|SRLP|Sprague Resources LP|NYSE|5171|NH|DE|452637964
1156295|SRLSQ|Seracare Life Sciences Inc|NASDAQ|2835|MA||330056054
100625|SRMC|Sierra Monitor Corp|OTC|3829|CA|CA|952481914
946453|SRN|Southern Banc Co Inc||6035|AL|DE|631146351
1073967|SRNA|Serena Software Inc|OTCBB|7372|CA|DE|942669809
1482541|SRNA|Surna Inc|OTCBB|7389|K3|NV|
850261|SRNE|Sorrento Therapeutics Inc|NASDAQ|8731|CA|DE|330344842
1321517|SRNW|Stratos Renewables Corp|OTC|2860|CA||201699126
1231160|SRO|DWS Rreef Real Estate Fund II Inc|NYSE MKT||NY||
741508|SRP|NV Energy Inc|NYSE|4931|NV|NV|880198358
873303|SRPT|Sarepta Therapeutics Inc|NASDAQ|2834|MA|MA|930797222
1179126|SRQ|DWS Rreef Real Estate Fund Inc|NYSE MKT||NY|MD|
94887|SRR|Stride Rite Corp|NYSE|3140|MA|MA|41399290
1083490|SRRE|Sunrise Real Estate Group Inc|OTC|6513|F4|TX|752713701
1288195|SRRY|Sancon Resources Recovery Inc|OTC|4953|K3|K3|582670972
1016470|SRSL|SRS Labs Inc||6794|CA|DE|330714264
1031029|SRT|Startek Inc|NYSE|7363|CO|DE|841370538
907152|SRTI|Sunrise Telecom Inc|OTC|4813|CA||770291197
1425897|SRUI|Double Halo Resources Inc||1311|A0|NV|
1400897|SRV|Cushing MLP Total Return Fund|NYSE||TX|DE|
1409432|SRVS|National Graphite Corp||1040|NV|WY|260665441
1310488|SRVV|Bioforce Nanosciences Holdings Inc||3826|IA|NV|743078125
1108906|SRVY|Greenfield Online Inc||7389|CT|DE|910640369
1378866|SRWY|Photomatica Inc||7330|NV|NV|204412118
906192|SRX|Sra International Inc|NYSE|7370|VA|VA|541013306
1229146|SRYB|Surrey Bancorp|OTC|6022|NC|NC|593772016
784932|SRYP|Surety Capital Corp|OTC|6021|TX|DE|752065607
1011064|SRZ|Sunrise Senior Living Inc|NYSE|8050|VA|DE|541746596
1205431|SSAG|Ssa Global Technologies Inc||7371|IL|DE|841542338
1362719|SSBX|Silver State Bancorp|NASDAQ|6022|NV||
94610|SSCC|Smurfit-stone Container Corp|NYSE|2631|MO|DE|362041256
919226|SSCC|Smurfit Stone Container Corp||2631|IL|DE|431531401
729588|SSCI|Solar Satellite Communication Inc||6770|VA|CO|840907644
1473287|SSCR|Smsa Crane Acquisition Corp|OTC|6770|FL|NV|270984742
92284|SSCT|Southern Scottish Inns Inc||6794|GA|GA|720711739
920371|SSD|Simpson Manufacturing Co Inc|NYSE|3420|CA|DE|943196943
1137046|SSE|Southern Connecticut Bancorp Inc|NYSE MKT|6021|CT|CT|61609692
1341315|SSEY|Surge Enterprises Inc|OTC|7990|A1|NV|202514234
1014964|SSFC|South Street Financial Corp|OTCBB|6036|NC|NC|561973261
1023860|SSFN|Stewardship Financial Corp|NASDAQ|6022|NJ|NJ|223351447
1468639|SSGI|Ssgi Inc|OTC|1540|FL||621153426
1506492|SSH|Sunshine Heart Inc|NASDAQ|3845|MN|DE|680533453
312258|SSHZ|Sino Shipping Holdings Inc||4412|F4||840789885
6885|SSI|Stage Stores Inc|NYSE|5651|TX|NV|911826900
1072048|SSI|Spectrasite Inc|NYSE|4899|NC|DE|562027322
1407268|SSIE|Forcefield Energy Inc|NASDAQ|2821|NY|NV|208584329
1381341|SSKY|Sea 2 Sky Corp||4700|A1|NV|980479847
1404079|SSN|Samson Oil & Gas LTD|NYSE MKT|1381|C3|NY|205250290
1137149|SSNB|Sunset Brands Inc||6770|CA|NV|912007330
1011661|SSNC|SS&C Technologies Inc|NASDAQ|7372|CT|DE|61169696
1402436|SSNC|SS&C Technologies Holdings Inc|NASDAQ|7372|CT|DE|710987913
1180079|SSNI|Silver Spring Networks Inc|NYSE|3576|CA|DE|
1061027|SSNS|Sunesis Pharmaceuticals Inc|OTC|2834|CA|DE|943295878
1093928|SSOU|Silicon South Inc||6770|NV||770458478
832428|SSP|Scripps E W Co|NYSE|2711|OH|OH|311223339
1078717|SSPX|SSP Solutions Inc||7373|CA|DE|330757190
1380024|SSRC|Sentisearch Inc|OTC|6794|FL|DE|205655648
1163968|SSRF|Ijj Corp||8742|MD|DE|113619828
1005698|SSRV|Smartserv Online Inc||7374|CT|DE|133750708
944314|SSS|Sovran Self Storage Inc|NYSE|6798|NY|MD|161194043
1100131|SSSI|Sedona Software Solutions Inc||7371|NV|NV|980226926
1412339|SSTA|Silver Star Capital Holdings Inc||7000|FL|FL|43690402
855906|SSTI|Silicon Storage Technology Inc||3674|CA|CA|770225590
1549346|SSTK|Shutterstock Inc|NYSE|7374|NY||800812659
1455674|SSTP|Sustainable Power Corp|OTC|2860|TX||205830122
1003390|SSTR|Silverstar Holdings LTD||7372|FL|B0|
736314|SSTY|Sure Trace Security Corp|OTC|7389|A0|UT|840959153
94185|SSUG|Sterling Sugars Inc||2060|LA|LA|720327950
851943|SSVC|Secured Services Inc|OTC|7371|A6|DE|112964894
1401475|SSVE|Supportsave Solutions Inc|OTC|7363|MI|NV|
1044391|SSVG|Stratus Services Group Inc||7363|NJ|DE|223499261
95572|SSVM|Solar Wind Energy Tower Inc||1040|MD|NV|826008752
1307989|SSWC|Kenergy Scientific Inc||7373|NJ|NJ|201862816
789887|SSWM|Sub Surface Waste Management Of Delaware Inc||4955|CA|DE|510401125
96793|SSY|Sunlink Health Systems Inc|NYSE MKT|8062|GA|OH|310621189
915735|SSYS|Stratasys Inc|NASDAQ|3577|MN|DE|363658792
93444|ST|SPS Technologies Inc|NYSE|3452|PA|PA|231116110
1477294|ST|Sensata Technologies Holding NV|NYSE|3823|P7|P7|
718937|STAA|Staar Surgical Co|NASDAQ|3851|CA|DE|953797439
1499717|STAF|Staffing 360 Solutions Inc|OTCBB|7363|NY|NY|680680859
1479094|STAG|Stag Industrial Inc|NYSE|6798|MA||273099608
866830|STAK|Entorian Technologies Inc||3674|TX|DE|562354935
1020999|STAN|Superior Consultant Holdings Corp|NASDAQ|8742|MI|DE|383306717
1059262|STAN|SP Plus Corp|NASDAQ|7510|IL|DE|161171179
883670|STAR|Lone Star Steakhouse & Saloon Inc|NYSE|5812|KS|DE|481109495
1391672|STAR|Starent Networks Corp|NYSE|3663|MA|DE|43527533
882365|STAT|I Stat Corporation||3845|NJ|DE|222542664
1581164|STAY|Extended Stay America Inc|NYSE|7011|NC|DE|463140312
723458|STB|State Bancorp Inc|NASDAQ|6022|NY|NY|112846511
719220|STBA|S&T Bancorp Inc|NASDAQ|6022|PA|PA|251434426
1166362|STBI|Sturgis Bancorp Inc|OTC|6770|MI|MI|383609814
1358697|STBK|Sterling Banks Inc||6022|NJ|NJ|
1382231|STBR|Strongbow Resources Inc|OTC|3942|NV|NV|204119257
1497275|STBZ|State Bank Financial Corp|NASDAQ|6022|GA|GA|271744232
94344|STC|Stewart Information Services Corp|NYSE|6361|TX|DE|741677330
319008|STCA|Statmon Technologies Corp|OTC|1381|IL|NV|830242652
1390662|STCC|China Jianye Fuel Inc|OTCBB|2860|F4|DE|208296010
1574815|STCK|Stock Building Supply Holdings Inc|NASDAQ|5211|NC|DE|264687975
906473|STCR|Starcraft Corp||3714|IN|IN|351817634
205921|STDE|Standard Energy Corp|OTC|1311|UT|UT|870338149
1158694|STDR|Efactor Group Corp|OTC|7389|CA||841598154
815065|STE|Steris Corp|NYSE|3842|OH|OH|341482024
1102741|STEC|Stec Inc|NASDAQ|3572|CA|CA|330399154
878522|STEI|Stewart Enterprises Inc|NASDAQ|7200|LA|LA|720693290
934851|STEK|Mansur Industries Inc||3590|FL|FL|650226813
867347|STEL|Stellent Inc|NASDAQ|7372|MN|MN|411652566
883975|STEM|Stemcells Inc|NASDAQ|2836|CA|DE|943078125
350557|STEN|Sten Corp|OTC|6153|MN|MN|411391803
1439813|STEV|Stevia Corp|OTC|700|IN|NV|980537233
836435|STFA|Stratford American Corp||1311|AZ|AZ|860608035
874977|STFC|State Auto Financial Corp|NASDAQ|6331|OH|OH|311324304
897941|STFR|ST Francis Capital Corp||6035|WI|WI|391747461
1093546|STG|Stonepath Group Inc||4731|PA|DE|650867684
1108674|STGN|Stratagene  Corp||2836|CA|DE|330683641
875762|STHK|Startech Environmental Corp||3590|CT|CO|841286576
750556|STI|Suntrust Banks Inc|NYSE|6021|GA|GA|581575035
1487347|STIE|Santaro Interactive Entertainment Co|OTC|7374|NV|NV|271571493
810270|STIV|Starinvest Group Inc|OTC|6159|TX|NV|911317131
1306944|STIY|Stinger Systems Inc||3480|FL||300296398
708250|STIZ|Scientific Technologies Inc||3827|CA|OR|770170363
203077|STJ|ST Jude Medical Inc|NYSE|3845|MN|MN|411276891
758256|STJC|Saint James Co||9995|CA|NC|561426581
1177135|STJO|ST Joseph Inc|OTC|7361|OK|CO|470844532
94673|STK|Storage Technology Corp|NYSE|3572|CO|DE|840593263
1471420|STK|Columbia Seligman Premium Technology Growth Fund Inc|NYSE||MN|MD|
351834|STKL|Sunopta Inc|NASDAQ|5150|A6||
1017156|STKP|Steakhouse Partners Inc||5812|CA|DE|943248672
94538|STKR|Stockeryale Inc|OTC|3827|NH|MA|42114473
1399520|STKS|Committed Capital Acquisition Corp|OTC|5812|NY|DE|141961545
93451|STL|Sterling Bancorp|NYSE|6021|NY|NY|132565216
1022671|STLD|Steel Dynamics Inc|NASDAQ|3312|IN|IN|351929476
1135443|STLOF|Shep Technologies Inc||6770|A1|A1|
1111721|STLW|Stratos International Inc||3674|IL|DE|364360035
797465|STLY|Stanley Furniture Co Inc|NASDAQ|2511|NC|DE|541272589
1264587|STML|Stemline Therapeutics Inc|NASDAQ|2834|NY|DE|450522567
1082923|STMP|Stampscom Inc|NASDAQ|7389|CA|DE|770454966
898660|STN|Station Casinos Inc|NYSE|7011|NV|NV|880136443
1111872|STND|Sensor System Solutions Inc|OTC|7389|CA||980226032
1492915|STND|Standard Financial Corp|OTC|6022|PA|MD|
1206527|STNL|Solution Technology International Inc||7372|MD||
1018946|STNR|Steiner Leisure LTD|NASDAQ|7200|FL|C5|980164731
1286131|STON|Stonemor Partners LP|NYSE|7200|PA|DE|800103159
1075658|STOR|Storagenetworks Inc||7389|MA|DE|43436145
1286690|STOY|Acorn Acquisition Corp||3841|NY|DE|205622985
1403997|STPC|Sitesearch Corp||7370|AZ||
1081091|STPR|Studio II Brands Inc||5812|K3|FL|650664963
847942|STQN|Strategic Acquisitions Inc|OTC|6770|NY|NV|133506506
751652|STR|Questar Corp|NYSE|4923|UT|UT|870407509
1013934|STRA|Strayer Education Inc|NASDAQ|8200|VA|MD|521975978
1014041|STRC|Sri Surgical Express Inc||7200|FL|FL|593252632
73822|STRD|Strategic Distribution Inc||5080|PA|DE|221849240
1473597|STRI|STR Holdings Inc|NYSE|3081|CT|DE|271023344
874238|STRL|Sterling Construction Co Inc|NASDAQ|1600|DE|DE|251655321
1008586|STRM|Streamline Health Solutions Inc|NASDAQ|7373|GA|DE|311455414
728331|STRN|Sutron Corp|NASDAQ|3829|VA|VA|541006352
1574460|STRP|Straight Path Communications Inc|NYSE MKT|4812|NJ|DE|462457757
885508|STRS|Stratus Properties Inc|NASDAQ|6552|TX|DE|721211572
933034|STRT|Strattec Security Corp|NASDAQ|3714|WI|WI|391804239
1043156|STRZ|Star Buffet Inc|OTC|5812|AZ|DE|841430786
1507934|STRZA|Starz|NASDAQ|4841|CO|DE|208988475
350846|STS|Supreme Industries Inc|NYSE MKT|3713|IN|DE|751670945
891106|STSA|Sterling Financial Corp|NASDAQ|6036|WA|WA|911572822
1368761|STSC|Start Scientific Inc|OTC|7373|TX|DE|204910418
1082696|STSF|Hendrx Corp||6770|A1|NV|860914052
776008|STSI|Star Scientific Inc|NASDAQ|2833|VA|DE|521402131
26537|STST|Argon ST Inc||3829|VA|DE|381873250
93751|STT|State Street Corp|NYSE|6022|MA|MA|42456637
51387|STTC|Softnet Technology Corp||3571|NJ|NV|743035831
1277998|STTH|Stratum Holdings Inc|OTC|1311|TX|NV|510482104
771790|STTX|Steel Technologies Inc|OTC|3310|KY|KY|610712014
893955|STU|Student Loan Corp||6141|NY|DE|161427135
1073508|STUA|Student Advantage Inc||8600|MA|DE|43263743
1355839|STVI|Snap Interactive Inc|OTCBB|7389|NY|DE|
1473334|STVS|Nova Lifestyle Inc|OTC|2510|CA|NV|270991837
93319|STW|Standard Commercial Corp||5150|NC|NC|131337610
1103795|STWA|Save The World Air Inc||3714|CA|NV|522088326
1465128|STWD|Starwood Property Trust Inc|NYSE|6798|CT||270247747
1338629|STWG|S2C Global Systems Inc|OTC|5140|A1||134226299
1357838|STWS|STW Resources Holding Corp|OTC|5961|TX|NV|
1137789|STX|Seagate Technology PLC|NASDAQ|3572|L2|L2|980648577
812703|STXN|Stratex Networks Inc||3663|CA|DE|770016028
1289340|STXS|Stereotaxis Inc|NASDAQ|3845|MO|DE|943120386
1288946|STXX|South Texas Oil Co|NASDAQ|1311|TX|NV|742949620
16918|STZ|Constellation Brands Inc|NYSE|2080|NY|DE|160716709
1297568|SUAI|Specialty Underwriters Alliance Inc||6331|IL|DE|200432760
713975|SUBI|Sun Bancorp Inc||6022|PA|PA|232233584
754673|SUBK|Suffolk Bancorp|NASDAQ|6021|NY|NY|112708279
1045993|SUBO|Summit Brokerage Services Inc||6211|FL||593202578
1144392|SUCN|Superiorclean Inc||7200|NV||
1356505|SUFH|Surfect Holdings Inc||3559|NM|NV|
1060770|SUFI|Superior Financial Corp||6035|AR|DE|510379417
203248|SUG|Southern Union Co|NYSE|4922|TX|DE|750571592
1427644|SUGO|American Mineral Group Inc|OTC|1040|RI|NV|980546544
912593|SUI|Sun Communities Inc|NYSE|6798|MI|MD|382730780
1394130|SUIP|Sunrise Holdings LTD|OTC|1000|CA|NV|208051714
1396633|SUME|Summer Energy Holdings Inc|OTC|4911|TX|NV|202722022
856223|SUMM|Summit Financial Corp|OTC|6021|SC|SC|570892056
1314772|SUMR|Summer Infant Inc|NASDAQ|3990|RI|DE|201994619
1269132|SUMT|Sumtotal Systems Inc||7372|CA|DE|421607228
1104332|SUMU|Oasys Mobile Inc||7389|NC|DE|650185306
62262|SUMX|Summa Industries||3089|CA|DE|951240978
95304|SUN|Sunoco Inc||2911|PA|PA|231743282
1072695|SUNB|Suncoast Bancorp Inc|OTC|6021|FL|FL|650827141
904978|SUNH|Sun Healthcare Group Inc||8051|NM|DE|850410612
810370|SUNI|Adal Group Inc||9995|X0|DE|943012230
1160513|SUNN|Suntron Corp||5065|AZ|DE|861038668
1076784|SUNO|Yosen Group Inc||5731|F4|NV|880403070
1508171|SUNS|Solar Senior Capital LTD|NASDAQ||NY|MD|274288022
709519|SUNW|Sun Microsystems Inc||3571|CA|DE|942805249
95552|SUP|Superior Industries International Inc|NYSE|3714|CA|CA|952594729
919722|SUPG|Astex Pharmaceuticals Inc||2834|CA|DE|911841574
1356576|SUPN|Supernus Pharmaceuticals Inc|NASDAQ|2834|MD|DE|
730000|SUPX|Supertex Inc|NASDAQ|3674|CA|CA|942328535
1029405|SUQU|Surequest Systems Inc|OTC|7372|NV|NV|411826635
1044566|SUR|Cna Surety Corp||6351|IL||364144905
1121309|SURE|Surebeam Corp|OTC|3550|CA|DE|330921003
836429|SURG|Synergetics USA Inc|NASDAQ|3845|MO||205715943
1452176|SURP|Surepure Inc|OTC|3559|NV|NV|263550286
943117|SURW|Surewest Communications||4813|CA|CA|680365195
1552275|SUSP|Susser Petroleum Partners LP|NYSE|5172|TX|DE|300740483
700863|SUSQ|Susquehanna Bancshares Inc|NASDAQ|6021|PA|PA|232201716
1361709|SUSS|Susser Holdings Corp|NYSE|5412|TX|DE|10864257
937814|SUTU|Sutura Inc|OTC|3841|CA||841010269
806592|SUWN|Sunwin Stevia International Inc|OTC|2834|F4||562416925
885534|SVAD|Statsure Diagnostic Systems Inc|OTC|3841|MA|DE|911549305
1035372|SVBC|Sistersville Bancorp Inc||6035|WV|DE|311516424
1011698|SVBF|SVB Financial Services Inc||6022|NJ|NJ|223438058
868271|SVBI|Severn Bancorp Inc|NASDAQ|6021|MD|MD|521726127
1031093|SVBR|Silver Bull Resources Inc||1000|A1|NV|911766677
94328|SVC|Stewart & Stevenson Services Inc|NYSE|3510|TX|TX|741051605
1225078|SVCF|Service 1ST Bancorp||6022|CA|CA|320061893
1092753|SVCX|SVC Financial Services Inc|OTC|7372|CA|CO|841343219
919173|SVECF|Scanvec Amiable LTD||7372|PA||
1496383|SVEN|Superior Venture Corp||5180|CO|NV|272450645
1125280|SVFC|Intellicell Biosciences Inc|OTC|3841|NY|NV|911966948
1115975|SVGI|Silvergraph International Inc||7330|CA|NV|670695367
1039213|SVIN|Scheid Vineyards Inc|OTC|100|CA|DE|770461833
1033032|SVLF|Silverleaf Resorts Inc|NASDAQ|6531|TX||752259890
1547716|SVLT|Sunvault Energy Inc|OTCBB|5651|WA|NV|274198202
1052045|SVM|Servicemaster Co LLC|NYSE|8741|TN||901036521
64647|SVMT|Sensivida Medical Technologies Inc|OTC|3841|NJ|NJ|221937826
794929|SVNR|China Travel Resort Holdings Inc||3640|F4|NV|330877143
722104|SVNT|Savient Pharmaceuticals Inc|NASDAQ|2833|NJ|DE|133033811
1097641|SVNX|724 Solutions Inc||7372|A6||
1326299|SVOX|Starvox Communications Inc|||CA||
1169264|SVR|Syniverse Holdings Inc|NYSE|4899|FL|DE|300041666
1172638|SVR|Tsi Telecommunication Holdings LLC|||FL|DE|300041664
1216964|SVSE|Silver Star Energy Inc|OTC|1311|CA||900220668
1099814|SVSN|Stereo Vision Entertainment Inc|OTC|5731|CA||954786792
1096187|SVSO|Sheervision Inc|OTC|3827|CA|DE|232426437
947156|SVSSF|Seven Seas Petroleum Inc||1382|TX|B0|731468669
89140|SVT|Servotronics Inc|NYSE MKT|3420|NY|DE|160837866
1101046|SVTLE|Sivault Systems Inc||4822|NY|NV|980209119
95521|SVU|Supervalu Inc|NYSE|5411|MN|DE|410617000
1495584|SVVC|Firsthand Technology Value Fund Inc|NASDAQ||CA||273008946
1058444|SVVS|Savvis Inc||7389|MO|DE|431809960
1019852|SVXP|Sovereign Exploration Associates International Inc||6199|PA||752337459
1113190|SVYR|Savoy Resources Corp||6200|CO|CO|841522003
1216199|SWAT|Pepperball Technologies Inc|NYSE ARCA|3480|CA|CO|201978398
1579471|SWAY|Starwood Waypoint Residential Trust|NYSE|6798|CA||806260391
1085223|SWBD|Switchboard Inc||7389|MA|DE|43321134
1027258|SWBT|Amegy Bancorporation Inc||6021|TX|TX|760519693
931948|SWC|Stillwater Mining Co|NYSE|1090|MT|DE|810480654
1514682|SWCAU|Healthcare Corp Of America||5912|NJ|DE|
1275873|SWCB|Southwest Community Bancorp|OTCBB|6021||CA|300136231
1170848|SWCC|Southwest Casino Corp|OTC|7900|MN||870686721
1387998|SWDE|Casey Container Corp||1000|AZ|NV|205619324
1473637|SWDZ|Eco-tek Group Inc||2990|A6||680679096
1054097|SWEB|Invictus Financial Inc||7389|A1|CO|841379282
863557|SWFT|Swift Transportation Co Inc|NYSE|4213|AZ|NV|860666860
1492691|SWFT|Swift Transportation Co|NYSE|4213|AZ||205589597
1301874|SWGP|Heavy Earth Resources Inc||7812|CA|FL|753160134
1092796|SWHC|Smith & Wesson Holding Corp|NASDAQ|3480|MA|NV|870543688
102588|SWHI|Sonomawest Holdings Inc||6519|CA|DE|941069729
1437395|SWHN|Swissinso Holding Inc|OTC|5621|V8|DE|261703723
1428669|SWI|Solarwinds Inc|NYSE|7372|TX|DE|731559348
1067606|SWIM|Anthony & Sylvan Pools Corp||1700|OH|OH|311522456
93556|SWK|Stanley Black & Decker Inc|NYSE|3420|CT|CT|60548860
4127|SWKS|Skyworks Solutions Inc|NASDAQ|3674|MA|DE|42302115
1000623|SWM|Schweitzer Mauduit International Inc|NYSE|2621|GA|DE|621612879
318245|SWME|Swiss Medica Inc||2834|A1|DE|980355519
7332|SWN|Southwestern Energy Co|NYSE|1311|TX|DE|710205415
1137047|SWRG|Smith & Wollensky Restaurant Group Inc||5812|NY|DE|582350980
1132887|SWRI|Seawright Holdings Inc|OTC|2086|VA|DE|541965220
1355304|SWRL|U-swirl Inc|OTC|5812|NV|NV|432092180
878520|SWS|SWS Group Inc|NYSE|6211|TX|DE|752040825
1504747|SWSH|Swisher Hygiene Inc|NASDAQ|7340|NC|DE|
1323715|SWSI|Superior Well Services Inc||1389|PA|DE|202535684
1435163|SWTR|Centaurus Diamond Technologies Inc||1090|NV|NV|
1338067|SWTS|Sweet Success Enterprises Inc||2080|TX|NV|542088620
813619|SWTX|Southwall Technologies Inc|NASDAQ|3081|CA|DE|942551470
1497046|SWVI|Swingplane Ventures Inc|OTCBB|2320|F3|NV|272919616
943820|SWW|Sitel Corp||7389|NE|MN|470684333
92472|SWWC|Southwest Water Co||4941|CA|DE|951840947
864264|SWWI|Simon Worldwide Inc|OTC|2300|CA|DE|43081657
92416|SWX|Southwest Gas Corp|NYSE|4923|NV|CA|880085720
86144|SWY|Safeway Inc|NYSE|5411|CA|DE|943019135
1128723|SWYC|Skyway Communications Holding Corp||4813|FL||650881662
813623|SWZ|Swiss Helvetia Fund Inc|NYSE||NY||
1514705|SXC|Suncoke Energy Inc|NYSE|3312|IL||900640593
1363851|SXCI|Catamaran Corp||6411|IL||980167449
1555538|SXCP|Suncoke Energy Partners LP|NYSE|3312|IL|DE|322451470
1360555|SXE|Stanley Inc|NYSE|8711|VA|DE|113658790
1547638|SXE|Southcross Energy Partners LP|NYSE|4922|TX|DE|455045230
310354|SXI|Standex International Corp|NYSE|3580|NH|DE|310596149
1161154|SXL|Sunoco Logistics Partners LP|NYSE|4610|PA|DE|233096839
310142|SXT|Sensient Technologies Corp|NYSE|2860|WI|WI|390561070
1403385|SYA|Symetra Financial Corp|NYSE|6311|WA|DE|200978027
1123425|SYBF|Syntec Biofuel Inc|OTC|5400|A1|WA|912031335
870228|SYBR|Synergy Brands Inc||5141|NY|DE|222993066
768262|SYBS|Sybase Inc|NYSE|7372|CA|DE|942951005
835324|SYBT|S Y Bancorp Inc|NASDAQ|6022|KY|KY|611137529
1107604|SYCI|Syndication Net Com Inc||6221|DC|DE|522218873
1121302|SYD|Sybron Dental Specialties Inc||3843|CA|DE|330920985
1056757|SYEV|Seychelle Environmental Technologies Inc|OTC|3580|CA|NV|330836954
1044434|SYFS|Syndicated Food Service International Inc||6770|FL|FL|593479186
895565|SYGR|Synagro Technologies Inc|NYSE ARCA|4953|TX|DE|760511324
878903|SYI|Alteon Inc||2834|NJ|DE|133304550
310764|SYK|Stryker Corp|NYSE|3841|MI|MI|381239739
1010612|SYKE|Sykes Enterprises Inc|NASDAQ|7373|FL|FL|561383460
861291|SYLN|Sylvan Inc||100|PA|NV|251603408
